project_name,rera_id,promoter_name,district,project_type,developer_name,locality,city,land_area,number_of_towers,number_of_floors,total_units,unit_types,unit_sizes,project_status,possession_date,price_range,is_high_rise,source_url_99acres,faq_url_99acres,extraction_source
SVG HIGHTES,UPRERAPRJ15276,"Promoter

SHRIVINAYAKA REALTECH PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Tech Park Residential Phase-4,UPRERAPRJ14120,"Promoter

ULTRA HOME CONSTRUCTION PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
The Aranya Phase 1,UPRERAPRJ6846,"Promoter

Unnati Fortune Holdings Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
The Aranya Phase 2,UPRERAPRJ6974,"Promoter

Unnati Fortune Holdings Ltd",Gautam Buddha Nagar,Residential,,,,18 acres,,,,2 BHK,,,,,,https://www.99acres.com/unnati-the-aranya-sector-119-noida-npxid-r7986,https://www.99acres.com/unnati-faqs-the-aranya-sector-119-noida-npxid-r7986,DDG Snippet
The Brook- Phase 1,UPRERAPRJ228846,"Promoter

Blessings Homz Pvt Ltd
BLESSINGS HOMZ PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
THE BROOK PHASE-2,UPRERAPRJ535539/09/2024,"Promoter

Blessings Homz Pvt Ltd",Gautam Buddha Nagar,Residential,,,,,,,,4 BHK,,Ready to move,,,,https://www.99acres.com/fusion-the-brook-sector-12-greater-noida-west-greater-noida-npxid-r395716,https://www.99acres.com/fusion-faqs-the-brook-sector-12-greater-noida-west-greater-noida-npxid-r395716,DDG Snippet
The Elysium,UPRERAPRJ969677/03/2024,"Promoter

Omnis Developers Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/omnis-the-elysium-jewar-greater-noida-npxid-r425337,https://www.99acres.com/omnis-faqs-the-elysium-jewar-greater-noida-npxid-r425337,
THE EXPRESS PARK VIEW II- LOW RISE APARTMENTS,UPRERAPRJ555694,"Promoter

IITL-NIMBUS THE EXPRESS PARK VIEW",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"THE GOLDEN PALMS (TOWER A,B,L,M,N)",UPRERAPRJ10240,"Promoter

CAPITAL INFRAPROJECTS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
THE GOLDEN PALMS (TOWER-O),UPRERAPRJ10275,"Promoter

CAPITAL INFRAPROJECTS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,Ready to move,,,,https://www.99acres.com/the-golden-palm-sector-168-noida-npxid-r1125,https://www.99acres.com/the-faqs-golden-palm-sector-168-noida-npxid-r1125,DDG Snippet
The Golf Address,UPRERAPRJ6522,"Promoter

implex infrastructure pvt. ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/antriksh-the-golf-address-sector-150-noida-npxid-r256891,https://www.99acres.com/antriksh-faqs-the-golf-address-sector-150-noida-npxid-r256891,
The Hemisphere_Phase-1,UPRERAPRJ4232,"Promoter

Royalgolf link city projects private limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
The Hemisphere_Phase-1_Towers,UPRERAPRJ15465,"Promoter

Royalgolf link city projects private limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
THE ISLANDS,UPRERAPRJ734569,"Promoter

Gaursons India Private Limited",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
The Jewel of Noida (Phase I),UPRERAPRJ4327,"Promoter

E HOMES INFRASTRUCTURE PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
The Jewel of Noida (Phase II),UPRERAPRJ4350,"Promoter

E HOMES INFRASTRUCTURE PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/dasnac-the-jewel-of-noida-floor-plan-sector-75-noida-npxid-r14046,https://www.99acres.com/dasnac-faqs-the-jewel-of-noida-floor-plan-sector-75-noida-npxid-r14046,
The Jewel of Noida (Phase III) - Burj Noida,UPRERAPRJ498423,"Promoter

E HOMES INFRASTRUCTURE PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
The Monarque,UPRERAPRJ710489/10/2025,"Promoter

Green Bay Infrastructure Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,https://www.99acres.com/greenbay-the-monarque-sector-22d-yamuna-expressway-greater-noida-npxid-r454824,https://www.99acres.com/greenbay-faqs-the-monarque-sector-22d-yamuna-expressway-greater-noida-npxid-r454824,
THE OASIS,UPRERAPRJ5667,"Promoter

PAN REALTORS PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,Ready to move,,,,https://www.99acres.com/oasis-grandstand-sector-22d-yamuna-expressway-greater-noida-npxid-r10356,https://www.99acres.com/oasis-faqs-grandstand-sector-22d-yamuna-expressway-greater-noida-npxid-r10356,DDG Snippet
The Peridona C-1 Jaypee Greens,UPRERAPRJ298067/05/2025,"Promoter

CRC Greens Private Limited
JAIPRAKASH ASSOCIATES LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
The Resident Tower,UPRERAPRJ987428,"Promoter

Hale Realtors Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,3.96 acres,2,,224,3 BHK,,Under Construction,,,,https://www.99acres.com/hale-the-resident-tower-sector-150-noida-npxid-r352439,https://www.99acres.com/hale-faqs-the-resident-tower-sector-150-noida-npxid-r352439,DDG Snippet
The Rivulet Phase-1,UPRERAPRJ145736,"Promoter

Grand Realtech Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
THE ROMANO (PHASE-I),UPRERAPRJ5748,"Promoter

IVR PRIME DEVELOPERS (AVADI) PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,Ready to move,,,,https://www.99acres.com/supertech-the-romano-sector-118-noida-npxid-r22774,https://www.99acres.com/supertech-faqs-the-romano-sector-118-noida-npxid-r22774,DDG Snippet
THE ROMANO (PHASE-II),UPRERAPRJ5705,"Promoter

IVR PRIME DEVELOPERS (AVADI) PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
THE SEPHYRA,UPRERAPRJ761382/10/2025,"Promoter

Imperia Structures Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Towers I and J (R G Luxury Homes),UPRERAPRJ513636,"Promoter

Rajesh Projects (India) Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Towers K and L (R G Luxury Homes),UPRERAPRJ448790,"Promoter

Rajesh Projects (India) Pvt. Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
TRECENTO RESIDENCES-A,UPRERAPRJ283531,"Promoter

GOLF LAKE LLP",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"Trident Embassy Phase-1 (TOWERS A,B,C,D,E,F)",UPRERAPRJ6457,"Promoter

Trident Infra homes pvt. ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"Trident Embassy Phase-2 (Towers G,H, I)",UPRERAPRJ6476,"Promoter

Trident Infra homes pvt. ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"Trident Embassy Phase-3 (Towers J,K,L & Comm)",UPRERAPRJ6492,"Promoter

Trident Infra homes pvt. ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Trident Embassy Reso,UPRERAPRJ785019,"Promoter

Trident Infra homes pvt. ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
UCHDPL-Sector-15-Plots,UPRERAPRJ3627,"Promoter

Uppal Chadha Hi-Tech Developers Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
UCHDPL-Sector-16-Plots,UPRERAPRJ3692,"Promoter

Uppal Chadha Hi-Tech Developers Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
UCHDPL-Sector-17-Plots,UPRERAPRJ3703,"Promoter

Uppal Chadha Hi-Tech Developers Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
UCHDPL-Sector-18-Plots,UPRERAPRJ3716,"Promoter

Uppal Chadha Hi-Tech Developers Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,N/A (Plotted),,,,,,,,,,,
Unibera Elite 70,UPRERAPRJ15830,"Promoter

UNIBERA DEVELOPERS PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Unibera Towers,UPRERAPRJ2537,"Promoter

UNIBERA DEVELOPERS PVT LTD
SOLARIS INFRAPROJECTS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
unihomes Phase -1,UPRERAPRJ11339,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)
UNITECH HI-TECH DEVELOPERS LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Unihomes Phase-2,UPRERAPRJ11352,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
unihomes-3,UPRERAPRJ11251,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
unitech Amber,UPRERAPRJ11280,"Promoter

Unitech Hi-tech Developers Limited",Gautam Buddha Nagar,Residential,,,,,,,,3 BHK,,Ready to move,,,,https://www.99acres.com/unitech-ugcc-amber-sector-96-noida-npxid-r21154,https://www.99acres.com/unitech-faqs-ugcc-amber-sector-96-noida-npxid-r21154,DDG Snippet
unitech Burgendy,UPRERAPRJ11291,"Promoter

Unitech Hi-tech Developers Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Unitech Cascade,UPRERAPRJ11104,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Unitech exquisite(phase-4),UPRERAPRJ11471,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
UNITECH G&H,UPRERAPRJ11443,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Unitech Habitat,UPRERAPRJ11153,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)",Gautam Buddha Nagar,Residential,,,,,,,,"2,3 BHK",,,,,,https://www.99acres.com/unitech-habitat-sector-pi-2-greater-noida-npxid-r5,https://www.99acres.com/unitech-faqs-habitat-sector-pi-2-greater-noida-npxid-r5,DDG Snippet
Unitech Residences,UPRERAPRJ11368,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
unitech willows,UPRERAPRJ11300,"Promoter

Unitech Hi-tech Developers Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Uniworld Garden,UPRERAPRJ11357,"Promoter

Unitech Limited (Mr.Ramesh Chandra, Mr.Ajay Chandra,Mr.Sanjay Chandra)",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Unnati Fortune World - Phase 2,UPRERAPRJ10929,"Promoter

IVR PRIME IT. SEZ PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VAIBHAV HERITAGE HEIGHT,UPRERAPRJ2779,"Promoter

B S BUILDTECH",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VARDHMAN ETA RESIDENCY,UPRERAPRJ7416,"Promoter

VARDHMAN REALTECH PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"Vedantam Phase 1 (Tower E1, E2, D1, B2 & A)",UPRERAPRJ7699,"Promoter

RADICON INFRASTRUCTURE & HOUSING PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
"Vedantam Phase-2( Tower B1, C2 & C1)",UPRERAPRJ7730,"Promoter

RADICON INFRASTRUCTURE & HOUSING PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Vedantam Phase-3(Tower D2F & G),UPRERAPRJ7738,"Promoter

RADICON INFRASTRUCTURE & HOUSING PVT LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VICTORY ACE,UPRERAPRJ332663,"Promoter

DREAM PROCON PRIVATE LIMITED
LOGIX CITY DEVELOPERS PVT.LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VICTORYONE AMARA,UPRERAPRJ6187,"Promoter

RUDRA BUILDWELL INFRA PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VICTORYONE CENTRAL,UPRERAPRJ5889,"Promoter

Intellect Projects Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VIHAAN GOLF BAY(Phase 1),UPRERAPRJ14566,"Promoter

EMERALD PROMOTERS PVT. LTD.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VIHAAN GREENS,UPRERAPRJ11932,"Promoter

VIHAAN DEVELOPERS PVT. LTD",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
Viva City,UPRERAPRJ14841,"Promoter

VIVACITY CREATORS PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VR Homes,UPRERAPRJ14359,"Promoter

VR Projects Private Limited",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VVIP ADDRESSES GREATER NOIDA (WEST),UPRERAPRJ600767/11/2024,"Promoter

Vibhor Vaibhav infrahome Pvt. Ltd.
LOTUS SRS BUILDTECH PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VVIP HOMES PH 1,UPRERAPRJ3390,"Promoter

SOLITAIRE INFRAHOME PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VVIP HOMES PH 2,UPRERAPRJ3977,"Promoter

SOLITAIRE INFRAHOME PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
VVIP YAMUNA,UPRERAPRJ677791/02/2026,"Promoter

VVIP INFRAHOME PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
White House Apartments,UPRERAPRJ7722,"Promoter

Vocational Education Foundation",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
white orchid,UPRERAPRJ4198,"Promoter

TOWN PARK BUILDCON PRIVATE LIMITED",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
WMCC-2B,UPRERAPRJ5489,"Promoter

Wave Megacity Centre Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
WMCC-2D,UPRERAPRJ3011,"Promoter

Wave Megacity Centre Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
WonderHomes,UPRERAPRJ15804,"Promoter

Dreamkraft Infrastructure Pvt Ltd",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
WTC Noida- Quad,UPRERAPRJ3357,"Promoter

WTC Noida Development Company Pvt. Ltd.",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
XT01 SECTOR-3,UPRERAPRJ10104,"Promoter

GREATER NOIDA INDUSTRIAL DEVELOPMENT AUTHORITY",Gautam Buddha Nagar,Residential,,,,,,,,,,,,,,,,
